ID_ES_Unique,corr,v_r,se_r,fisher_z,v_z,se_z,ess,power
352,0,0.000624,0.02498,0,0.000513,0.02265,1951,0.049991769
353,0.035236,0.000663,0.025749,0.03525,0.000513,0.02265,1951,0.343395041
354,0,0.000635,0.025199,0,0.000513,0.02265,1952,0.049991774
355,-0.022464,0.000634,0.025179,-0.022468,0.000513,0.02265,1952,0.168128739
356,-0.014136,0.000799,0.028267,-0.014137,0.000513,0.02265,1952,0.095691977
357,0.022033,0.000622,0.02494,0.022036,0.000513,0.02265,1952,0.163517156
358,0.044488,0.00063,0.0251,0.044517,0.000515,0.022694,1943,0.500545589
359,0.033308,0.00063,0.0251,0.033321,0.000515,0.022694,1943,0.311646401
360,0.053487,0.000757,0.027514,0.053538,0.000515,0.022694,1943,0.65494345
361,0.022037,0.000625,0.025,0.022041,0.000515,0.022694,1943,0.163020927
362,0.011631,0.00066,0.02569,0.011631,0.000515,0.022694,1943,0.080575176
363,0.13,0.001403,0.037457,0.13074,0.001456,0.038158,690,0.929095947
364,0.22,0.001314,0.036249,0.223656,0.001456,0.038158,690,0.999953121
365,0.06,0.001441,0.037961,0.060072,0.001456,0.038158,690,0.35051113
366,0.39,0.001076,0.032802,0.4118,0.001502,0.038756,669,1
367,0.16,0.0014,0.037417,0.161387,0.001479,0.038458,679,0.987420603
368,0.2,0.001371,0.037027,0.202733,0.001493,0.038639,673,0.999501348
369,0.17,0.001369,0.037,0.171667,0.001456,0.038158,690,0.994497994
370,-0.016851,0.000276,0.016613,-0.016853,0.000276,0.016613,3627,0.173708872
371,0.031875,0.000273,0.016523,0.031886,0.000274,0.016553,3650,0.48643308
372,0.009418,0.000203,0.014248,0.009419,0.000203,0.014248,4927,0.101350594
373,-0.004706,0.00019,0.013784,-0.004706,0.00019,0.013784,5275,0.063478823
374,-0.01004,0.000323,0.017972,-0.01004,0.000324,0.018,3091,0.086361309
375,-0.129843,0.000208,0.014422,-0.13058,0.000217,0.014731,4603,1
376,0.005049,0.000246,0.015684,0.005049,0.000246,0.015684,4070,0.061958238
377,-0.135586,0.000229,0.015133,-0.136426,0.00024,0.015492,4166,1
378,0.039793,0.000178,0.013342,0.039814,0.000179,0.013379,5593,0.845429585
379,-0.009334,0.000133,0.011533,-0.009334,0.000133,0.011533,7530,0.127854712
380,-0.170559,0.000303,0.017407,-0.172242,0.000327,0.018083,3064,1
381,0.165392,0.000301,0.017349,0.166925,0.000323,0.017972,3095,1
382,0.029706,0.000247,0.015716,0.029715,0.000248,0.015748,4032,0.470708923
383,-0.14999,0.000204,0.014283,-0.151131,0.000216,0.014697,4624,1
384,0.100081,0.000316,0.017776,0.100417,0.000324,0.018,3085,0.99985019
385,0.146114,0.000301,0.017349,0.147167,0.000318,0.017833,3151,1
386,0.066659,0.000303,0.017407,0.066758,0.000306,0.017493,3267,0.968170215
387,0.049435,0.000284,0.016852,0.049475,0.000286,0.016912,3494,0.832389563
388,0.079461,0.000299,0.017292,0.079629,0.000304,0.017436,3295,0.995465858
389,0.012419,0.000218,0.014765,0.012419,0.000219,0.014799,4577,0.133923335
390,0.005572,0.000282,0.016793,0.005572,0.000282,0.016793,3549,0.062703584
391,0.013282,0.000307,0.017521,0.013283,0.000308,0.01755,3255,0.117888026
392,-0.008288,0.000195,0.013964,-0.008289,0.000196,0.014,5115,0.091104591
393,0.057585,0.000285,0.016882,0.057648,0.000287,0.016941,3482,0.925177339
394,-0.03006,0.000207,0.014387,-0.030069,0.000208,0.014422,4820,0.550617186
395,0.002282,0.000237,0.015395,0.002282,0.000237,0.015395,4218,0.052514866
396,0.075901,0.000272,0.016492,0.076047,0.000276,0.016613,3627,0.99558605
397,0.629692,8.00E-05,0.008944,0.740906,0.000274,0.016553,3650,1
398,0.114835,0.000196,0.014,0.115344,0.000203,0.014248,4927,1
399,0.119321,0.000183,0.013528,0.119892,0.00019,0.013784,5275,1
400,-0.064945,0.00032,0.017889,-0.065037,0.000324,0.018,3091,0.951001399
401,0.023905,0.000217,0.014731,0.02391,0.000217,0.014731,4603,0.367779585
402,0.006019,0.000246,0.015684,0.00602,0.000246,0.015684,4070,0.067043493
403,-0.027153,0.00024,0.015492,-0.02716,0.00024,0.015492,4166,0.41794794
404,0.047233,0.000178,0.013342,0.047268,0.000179,0.013379,5593,0.942301785
405,0.030438,0.000132,0.011489,0.030448,0.000133,0.011533,7530,0.752306037
406,-0.156685,0.000307,0.017521,-0.157986,0.000327,0.018083,3064,1
407,0.033355,0.000322,0.017944,0.033367,0.000323,0.017972,3095,0.45853734
408,-0.029834,0.000247,0.015716,-0.029843,0.000248,0.015748,4032,0.473943687
409,0,0.000216,0.014697,0,0.000216,0.014697,4624,0.049996526
410,0.058275,0.000321,0.017916,0.058341,0.000324,0.018,3085,0.899616138
411,0.098439,0.00031,0.017607,0.098758,0.000318,0.017833,3151,0.99982947
412,0.099894,0.000299,0.017292,0.100228,0.000306,0.017493,3267,0.999917407
413,0.167065,0.000267,0.01634,0.168645,0.000286,0.016912,3494,1
414,0.056713,0.000301,0.017349,0.056774,0.000304,0.017436,3295,0.902847155
415,0.02043,0.000218,0.014765,0.020433,0.000219,0.014799,4577,0.28206739
416,-0.005363,0.000282,0.016793,-0.005363,0.000282,0.016793,3549,0.061761941
417,0.015546,0.000307,0.017521,0.015548,0.000308,0.01755,3255,0.143783985
418,0.027772,0.000195,0.013964,0.02778,0.000196,0.014,5115,0.510555962
419,0.060168,0.000285,0.016882,0.060241,0.000287,0.016941,3482,0.944497302
420,-0.027981,0.000207,0.014387,-0.027989,0.000208,0.014422,4820,0.493156765
421,0.028224,0.000237,0.015395,0.028231,0.000237,0.015395,4218,0.449582237
422,-0.158,0.001674,0.040915,-0.159335,0.001767,0.042036,569,0.966658111
423,0.133,0.001699,0.041219,0.133793,0.001767,0.042036,569,0.889827027
424,0.194,0.001622,0.040274,0.19649,0.001757,0.041917,572,0.996841654
425,0.141,0.001682,0.041012,0.141946,0.001757,0.041917,572,0.923451159
426,0.093,0.002559,0.050587,0.09327,0.002618,0.051166,385,0.446375658
427,0.152,0.002485,0.04985,0.153187,0.002618,0.051166,385,0.850263426
428,0.075,0.002575,0.050744,0.075141,0.002618,0.051166,385,0.312441288
429,0.033,0.002598,0.050971,0.033012,0.002618,0.051166,385,0.098953493
430,0.082,0.003511,0.059254,0.082185,0.003584,0.059867,282,0.279611771
431,0.057,0.003536,0.059464,0.057062,0.003584,0.059867,282,0.159072486
432,0.124,0.00345,0.058737,0.124641,0.003584,0.059867,282,0.549826941
433,0.065,0.003529,0.059405,0.065092,0.003584,0.059867,282,0.192948658
434,0.165923,0.003284,0.057306,0.167471,0.003559,0.059657,284,0.802837796
435,0.124755,0.003386,0.058189,0.125408,0.003559,0.059657,284,0.557855904
436,0.131979,0.00435,0.065955,0.132754,0.004608,0.067882,220,0.4998175
437,0.069819,0.005614,0.074927,0.069933,0.00578,0.076026,176,0.151534588
438,-0.043135,0.004786,0.069181,-0.043162,0.004878,0.069843,208,0.094874846
439,-0.057512,0.004768,0.069051,-0.057575,0.004878,0.069843,208,0.130999342
440,-0.031663,0.004796,0.069253,-0.031674,0.004878,0.069843,208,0.07389264
441,-0.031017,0.004796,0.069253,-0.031027,0.004878,0.069843,208,0.072912391
442,0.053339,0.004774,0.069094,0.05339,0.004878,0.069843,208,0.11936648
443,0.067113,0.004754,0.068949,0.067214,0.004878,0.069843,208,0.161359578
444,0.22,0.002912,0.053963,0.223656,0.003236,0.056886,312,0.975997808
445,0.06,0.003192,0.056498,0.060072,0.003236,0.056886,312,0.184605046
446,0.02,0.003213,0.056683,0.020003,0.003236,0.056886,312,0.0642659
447,0.198703,0.004974,0.070527,0.201382,0.005587,0.074746,182,0.770634737
448,0.133614,0.005255,0.072491,0.134418,0.005587,0.074746,182,0.437551998
449,-0.029632,0.00482,0.069426,-0.029641,0.004902,0.070014,207,0.070778596
450,0.048745,0.004803,0.069304,0.048784,0.004902,0.070014,207,0.107362249
451,0.023374,0.004824,0.069455,0.023378,0.004902,0.070014,207,0.062841432
452,0.044082,0.004808,0.06934,0.044111,0.004902,0.070014,207,0.09668059
453,-0.013177,0.004829,0.069491,-0.013178,0.004902,0.070014,207,0.054006583
454,0.61,0.001276,0.035721,0.708921,0.003257,0.05707,310,1
455,0.46,0.002012,0.044855,0.497311,0.003257,0.05707,310,1
456,0.32,0.002607,0.051059,0.331647,0.003257,0.05707,310,0.999943212
457,0.53,0.001673,0.040902,0.590145,0.003257,0.05707,310,1
458,0.57,0.001475,0.038406,0.647523,0.003257,0.05707,310,1
459,0.54,0.001624,0.040299,0.604156,0.003257,0.05707,310,1
460,0.68,0.000935,0.030578,0.829114,0.003257,0.05707,310,1
461,0.43,0.00215,0.046368,0.459897,0.003257,0.05707,310,1
462,0.42,0.002195,0.046851,0.447692,0.003257,0.05707,310,0.999999998
463,0.164508,0.004533,0.067328,0.166016,0.004926,0.070185,206,0.659273265
464,0.150899,0.004583,0.067698,0.15206,0.004926,0.070185,206,0.583629037
465,0.165065,0.004531,0.067313,0.166589,0.004926,0.070185,206,0.662266506
466,0.118223,0.004687,0.068462,0.118778,0.004926,0.070185,206,0.395945106
467,0.152578,0.004577,0.067654,0.153779,0.004926,0.070185,206,0.593177361
468,0.303766,0.0132,0.114891,0.313663,0.017544,0.132454,60,0.664705286
469,0.418819,0.010488,0.102411,0.446259,0.017544,0.132454,60,0.924179286
470,-0.243,0.01165,0.107935,-0.24796,0.013514,0.11625,77,0.573426955
471,0.364,0.009902,0.099509,0.381489,0.013514,0.11625,77,0.909969151
472,0.168,0.012426,0.111472,0.169608,0.013514,0.11625,77,0.311237327
473,0.285,0.011107,0.10539,0.293116,0.013514,0.11625,77,0.71765421
474,-0.273,0.01127,0.10616,-0.280103,0.013514,0.11625,77,0.678414692
475,0.131,0.01271,0.112739,0.131757,0.013514,0.11625,77,0.206811633
476,0.382991,0.002416,0.049153,0.40356,0.00361,0.060083,280,0.999999068
477,0.179745,0.006068,0.077897,0.181719,0.006711,0.081921,152,0.60434248
478,-0.377,0.001446,0.038026,-0.396558,0.001972,0.044407,510,1
479,-0.409,0.001362,0.036905,-0.43441,0.001972,0.044407,510,1
480,-0.288,0.001652,0.040645,-0.296384,0.001972,0.044407,510,0.999998819
481,0.176524,0.001795,0.042367,0.178393,0.001484,0.038523,677,0.996258677
482,0.070147,0.003463,0.058847,0.070262,0.001484,0.038523,677,0.446500444
483,0.121,0.001283,0.035819,0.121596,0.001325,0.036401,758,0.916693632
484,0.07,0.001308,0.036166,0.070115,0.001325,0.036401,758,0.487160787
485,0.063,0.001311,0.036208,0.063084,0.001325,0.036401,758,0.410851393
486,0.01,0.001321,0.036346,0.01,0.001325,0.036401,758,0.058681862
487,0.05,0.001314,0.036249,0.050042,0.001325,0.036401,758,0.27995836
488,0.043,0.001316,0.036277,0.043027,0.001325,0.036401,758,0.219381561
489,0.036,0.001318,0.036304,0.036016,0.001325,0.036401,758,0.167639273
490,0.047,0.001315,0.036263,0.047035,0.001325,0.036401,758,0.252985467
491,0.071,0.001308,0.036166,0.07112,0.001325,0.036401,758,0.498176935
492,0.012,0.001321,0.036346,0.012001,0.001325,0.036401,758,0.062538859
493,0.082,0.001303,0.036097,0.082185,0.001325,0.036401,758,0.61775169
494,0.009,0.001321,0.036346,0.009,0.001325,0.036401,758,0.057021454
495,0.005,0.001321,0.036346,0.005,0.001325,0.036401,758,0.052146142
496,-0.009,0.001321,0.036346,-0.009,0.001325,0.036401,758,0.057021454
497,0.137,0.001272,0.035665,0.137867,0.001325,0.036401,758,0.966415867
498,-0.035,0.001318,0.036304,-0.035014,0.001325,0.036401,758,0.161016174
499,0.058,0.001312,0.036222,0.058065,0.001325,0.036401,758,0.358258477
500,0.013,0.001321,0.036346,0.013001,0.001325,0.036401,758,0.06473753
501,-0.035,0.001318,0.036304,-0.035014,0.001325,0.036401,758,0.161016174
502,0.016,0.00132,0.036332,0.016001,0.001325,0.036401,758,0.072427833
503,0.058843,3.80E-05,0.006164,0.058911,3.80E-05,0.006164,26064,1
504,0.023558,3.80E-05,0.006164,0.023562,3.80E-05,0.006164,26121,0.967701126
505,0.05789,0.00065,0.025495,0.057955,0.000657,0.025632,1526,0.618842077
506,0.076743,0.000646,0.025417,0.076894,0.000657,0.025632,1526,0.851241764
507,-0.012312,0.000185,0.013601,-0.012313,0.000185,0.013601,5416,0.148013839
508,0.010831,0.000185,0.013601,0.010831,0.000185,0.013601,5401,0.125114735
509,0.010167,0.000185,0.013601,0.010168,0.000185,0.013601,5397,0.115925313
510,-0.00486,0.000193,0.013892,-0.00486,0.000193,0.013892,5181,0.064124265
511,0.013371,5.10E-05,0.007141,0.013371,5.10E-05,0.007141,19559,0.464217977
512,0.09214,0.000967,0.031097,0.092402,0.000985,0.031385,1018,0.837734682
513,0.08528,0.000747,0.027331,0.085488,0.000759,0.02755,1320,0.873583444
514,0.08038,0.000983,0.031353,0.080554,0.000998,0.031591,1005,0.722758714
515,0.0745,0.001054,0.032465,0.074638,0.001068,0.03268,939,0.627268027
516,0.07156,0.000792,0.028142,0.071683,0.000801,0.028302,1251,0.716772258
517,0.06862,0.000467,0.02161,0.068728,0.000472,0.021726,2120,0.885502619
518,0.06274,0.000691,0.026287,0.062823,0.000698,0.02642,1436,0.662367441
519,0.06274,0.000912,0.030199,0.062823,0.000921,0.030348,1089,0.544277271
520,0.06078,6.00E-04,0.024495,0.060855,0.000605,0.024597,1655,0.696427468
521,0.05882,0.000699,0.026439,0.058888,0.000705,0.026552,1421,0.601898031
522,0.05882,0.000766,0.027677,0.058888,0.000772,0.027785,1298,0.563540733
523,0.05196,0.000909,0.03015,0.052007,0.000916,0.030265,1095,0.405004204
524,-0.01078,0.000966,0.031081,-0.01078,0.000968,0.031113,1036,0.063858515
525,-0.01078,0.001148,0.033882,-0.01078,0.001151,0.033926,872,0.061640335
526,-0.02646,0.00109,0.033015,-0.026466,0.001094,0.033076,917,0.126002034
527,-0.0294,0.000919,0.030315,-0.029408,0.000923,0.030381,1087,0.162447701
528,0.242536,0.010747,0.103668,0.247466,0.012987,0.113961,80,0.588373187
529,0.347009,0.009089,0.095336,0.362039,0.012987,0.113961,80,0.891489889
530,0.383303,0.030649,0.175069,0.403926,0.052632,0.229417,22,0.434407935
531,0.26,0.011005,0.104905,0.266108,0.012987,0.113961,80,0.650951134
532,0.144903,0.003901,0.062458,0.14593,0.004608,0.067882,220,0.576920456
533,0.163257,0.003872,0.062225,0.164731,0.004608,0.067882,220,0.68137953
534,0.202622,0.003658,0.060481,0.205465,0.004608,0.067882,220,0.858347003
535,-0.132747,0.002908,0.053926,-0.133535,0.003067,0.055381,329,0.675203849
536,-0.127731,0.002857,0.053451,-0.128432,0.003003,0.0548,336,0.650548921
537,-0.092153,0.003069,0.055399,-0.092415,0.003165,0.056258,319,0.376532767
538,-0.088236,0.003009,0.054854,-0.088466,0.003096,0.055642,326,0.356621611
539,0.092841,0.002749,0.052431,0.09311,0.002833,0.053226,356,0.417510068
540,0.033932,0.00289,0.053759,0.033945,0.002924,0.054074,345,0.096292466
541,0.078822,0.002871,0.053582,0.078986,0.002941,0.054231,343,0.308214285
542,0.018646,0.003009,0.054854,0.018648,0.00304,0.055136,332,0.063191098
543,0.098285,0.002781,0.052735,0.098603,0.002874,0.05361,351,0.452980948
544,0.086292,0.00287,0.053572,0.086507,0.00295,0.054314,342,0.357643642
545,0.156919,0.002789,0.052811,0.158226,0.002994,0.054717,337,0.825258043
546,-0.054422,0.002828,0.053179,-0.054476,0.002874,0.05361,351,0.174375079
547,-0.071894,0.002813,0.053038,-0.072018,0.002874,0.05361,351,0.269765593
548,0.003095,0.002849,0.053376,0.003095,0.002874,0.05361,351,0.050337162
549,0.014764,0.0028,0.052915,0.014765,0.002825,0.053151,357,0.058862289
550,0.013779,0.0028,0.052915,0.01378,0.002825,0.053151,357,0.057708135
551,0.009703,0.002848,0.053367,0.009703,0.002874,0.05361,351,0.053724838
552,-0.018293,0.002847,0.053357,-0.018295,0.002874,0.05361,351,0.063432951
553,-0.082,0.001405,0.037483,-0.082185,0.001429,0.037802,703,0.585439737
554,0.037,0.001421,0.037696,0.037017,0.001429,0.037802,703,0.165161428
555,0.058,0.001415,0.037616,0.058065,0.001429,0.037802,703,0.336453088
556,0.117,0.001386,0.037229,0.117538,0.001429,0.037802,703,0.875301973
557,0.132,0.001375,0.037081,0.132775,0.001429,0.037802,703,0.940052995
558,0.134,0.001374,0.037068,0.134811,0.001429,0.037802,703,0.946205406
559,0.197,0.001316,0.036277,0.199609,0.001429,0.037802,703,0.999557469
560,0.17,0.001343,0.036647,0.171667,0.001429,0.037802,703,0.995129882
561,-0.184,0.00133,0.036469,-0.18612,0.001429,0.037802,703,0.998499196
562,-0.044,0.001419,0.03767,-0.044028,0.001429,0.037802,703,0.214353896
563,0.061785,0.001667,0.040829,0.061863,0.001233,0.035114,814,0.421898957
564,0.02408,0.001744,0.041761,0.024085,0.001253,0.035398,801,0.104521724
565,0.022503,0.003818,0.06179,0.022507,0.002793,0.052849,361,0.071024881
566,0.031057,0.003704,0.06086,0.031067,0.002725,0.052202,370,0.091515089
567,0.011928,0.001225,0.035,0.011929,0.00123,0.035071,816,0.063348378
568,0.014784,0.001246,0.035299,0.014785,0.001252,0.035384,802,0.070238661
569,0.014378,0.001228,0.035043,0.014379,0.001233,0.035114,814,0.069420524
570,-0.012156,0.00125,0.035355,-0.012156,0.001255,0.035426,800,0.06359284
571,-0.014309,0.001222,0.034957,-0.01431,0.001227,0.035029,818,0.069328385
572,-0.002444,0.001244,0.03527,-0.002444,0.001248,0.035327,804,0.050528836
573,0.11,0.000814,0.028531,0.110447,0.000835,0.028896,1200,0.968748923
574,0.08,0.000823,0.028688,0.080171,0.000835,0.028896,1200,0.792412917
575,0.08,0.000823,0.028688,0.080171,0.000835,0.028896,1200,0.792412917
576,0.09,0.000821,0.028653,0.090244,0.000835,0.028896,1200,0.877678783
577,0.08,0.000823,0.028688,0.080171,0.000835,0.028896,1200,0.792412917
578,0.057161,0.001233,0.035114,0.057223,0.000987,0.031417,1016,0.44523083
579,0.320637,0.012835,0.113292,0.332357,0.017544,0.132454,60,0.714827918
580,0.123586,0.001367,0.036973,0.124221,0.001427,0.037776,704,0.908421099
581,0.123586,0.001367,0.036973,0.124221,0.001427,0.037776,704,0.908421099
582,0.123586,0.001367,0.036973,0.124221,0.001427,0.037776,704,0.908421099
583,0.123586,0.001367,0.036973,0.124221,0.001427,0.037776,704,0.908421099
584,0.103321,0.001383,0.037189,0.103691,0.001427,0.037776,704,0.784404904
585,0.123586,0.001367,0.036973,0.124221,0.001427,0.037776,704,0.908421099
586,-0.103,0.000496,0.022271,-0.103367,0.000508,0.022539,1973,0.995718412
587,-0.047,0.000506,0.022494,-0.047035,0.000508,0.022539,1970,0.550367244
588,-0.021,0.000512,0.022627,-0.021003,0.000513,0.02265,1953,0.152899901
589,-0.042,0.00051,0.022583,-0.042025,0.000513,0.02265,1954,0.458921284
590,-0.06,0.000523,0.022869,-0.060072,0.000527,0.022956,1899,0.74421213
591,0.036,0.000526,0.022935,0.036016,0.000528,0.022978,1896,0.347504091
592,-0.016,0.000531,0.023043,-0.016001,0.000532,0.023065,1882,0.106693654
593,0.011,0.000531,0.023043,0.011,0.000532,0.023065,1883,0.07644701
594,0.109,0.000501,0.022383,0.109435,0.000514,0.022672,1948,0.997931418
595,0.102,0.000504,0.02245,0.102356,0.000515,0.022694,1945,0.994640941
596,0.05,0.000516,0.022716,0.050042,0.000519,0.022782,1930,0.593783113
597,0.135,0.007901,0.088888,0.135829,0.008333,0.091285,123,0.32049678
598,0.065,0.000503,0.022428,0.065092,0.000508,0.022539,1973,0.823756973
599,0.119,0.000494,0.022226,0.119567,0.000508,0.022539,1970,0.99958738
600,0.119,0.000498,0.022316,0.119567,0.000513,0.02265,1954,0.999554055
601,0.125,0.000496,0.022271,0.125657,0.000512,0.022627,1955,0.999836614
602,0.118,0.001937,0.044011,0.118552,0.002,0.044721,503,0.755941704
603,0.171,0.001881,0.04337,0.172697,0.002004,0.044766,502,0.97137026
604,0.154,0.001902,0.043612,0.155235,0.002004,0.044766,502,0.934591032
605,0.134,0.001925,0.043875,0.134811,0.002004,0.044766,502,0.854103473
606,0.002,0.002049,0.045266,0.002,0.002058,0.045365,489,0.050190286
607,-0.077,0.002029,0.045044,-0.077153,0.002062,0.045409,488,0.397792062
608,-0.121,0.001994,0.044654,-0.121596,0.002062,0.045409,488,0.764349916
609,-0.095,0.002016,0.0449,-0.095287,0.002062,0.045409,488,0.555848114
610,-0.1,0.00198,0.044497,-0.100335,0.002028,0.045033,496,0.606360088
611,-0.013,0.00202,0.044944,-0.013001,0.002028,0.045033,496,0.059582634
612,-0.117,0.001969,0.044373,-0.117538,0.002033,0.045089,495,0.741998391
613,-0.087,0.001994,0.044654,-0.087221,0.002033,0.045089,495,0.490617138
614,0.056,0.001984,0.044542,0.056059,0.002004,0.044766,502,0.240521122
615,0.033,0.001996,0.044677,0.033012,0.002008,0.044811,501,0.114192314
616,-0.01,0.002,0.044721,-0.01,0.002008,0.044811,501,0.055701795
617,-0.015,0.001999,0.04471,-0.015001,0.002008,0.044811,501,0.062923357
618,-0.000795,0.002469,0.049689,-0.000795,0.002488,0.04988,405,0.049989579
619,-0.093016,0.002428,0.049275,-0.093286,0.0025,0.05,403,0.463303325
620,-0.070679,0.002433,0.049325,-0.070797,0.002481,0.04981,406,0.295885061
621,0.088741,0.002421,0.049204,0.088975,0.002488,0.04988,405,0.430960926
622,0.017505,0.002479,0.04979,0.017506,0.0025,0.05,403,0.06414792
623,-0.023029,0.00246,0.049598,-0.023033,0.002481,0.04981,406,0.074842688
624,0.013937,0.002468,0.049679,0.013938,0.002488,0.04988,405,0.058971892
625,-0.053851,0.002451,0.049508,-0.053903,0.002488,0.04988,405,0.19108793
626,-0.045442,0.002456,0.049558,-0.045473,0.002488,0.04988,405,0.149480713
627,-0.012669,0.002468,0.049679,-0.012669,0.002488,0.04988,405,0.057399844
628,-0.025087,0.002478,0.04978,-0.025092,0.0025,0.05,403,0.079336349
629,-0.035648,0.002455,0.049548,-0.035663,0.002481,0.04981,406,0.110557248
630,-0.019816,0.002467,0.049669,-0.019819,0.002488,0.04988,405,0.06827406
631,0.058935,0.002466,0.049659,0.059003,0.002506,0.05006,402,0.218466769
632,0.04064,0.002453,0.049528,0.040662,0.002481,0.04981,406,0.129256807
633,-0.061753,0.002446,0.049457,-0.061832,0.002488,0.04988,405,0.236738767
634,-0.006113,0.002481,0.04981,-0.006113,0.0025,0.05,403,0.051677715
635,0.004211,0.002463,0.049629,0.004211,0.002481,0.04981,406,0.050781155
636,-0.055945,0.002468,0.049679,-0.056004,0.002506,0.05006,402,0.201419718
637,-0.088338,0.002446,0.049457,-0.088569,0.002513,0.05013,401,0.42429613
638,-0.054664,0.002451,0.049508,-0.054718,0.002488,0.04988,405,0.195498266
639,-0.044883,0.000431,0.020761,-0.044913,0.000433,0.020809,2312,0.578736538
640,-0.134857,0.000418,0.020445,-0.135684,0.000434,0.020833,2309,0.999997406
641,0.062,0.00043,0.020736,0.06208,0.000433,0.020809,2311,0.846853288
642,-0.027,0.000433,0.020809,-0.027007,0.000434,0.020833,2309,0.254271124
643,0,0.000435,0.020857,0,0.000435,0.020857,2301,0.049993021
644,-0.122,0.000422,0.020543,-0.122611,0.000436,0.020881,2298,0.999954809
645,0.037,0.000434,0.020833,0.037017,0.000435,0.020857,2300,0.426501442
646,-0.012,0.000435,0.020857,-0.012001,0.000436,0.020881,2298,0.088648228
647,-0.054,0.000425,0.020616,-0.054053,0.000428,0.020688,2338,0.742948732
648,-0.162,0.000406,0.020149,-0.16344,0.000429,0.020712,2335,0.999999999
649,0.057,0.000425,0.020616,0.057062,0.000428,0.020688,2337,0.787365593
650,-0.076,0.000424,0.020591,-0.076147,0.000429,0.020712,2335,0.957097495
651,-0.118,0.000416,0.020396,-0.118552,0.000428,0.020688,2338,0.999918331
652,-0.214,0.00039,0.019748,-0.21736,0.000429,0.020712,2335,1
653,-0.023,0.000428,0.020688,-0.023004,0.000428,0.020688,2337,0.199165249
654,-0.118,0.000417,0.020421,-0.118552,0.000429,0.020712,2335,0.999917118
655,-0.152,0.00041,0.020248,-0.153187,0.00043,0.020736,2330,0.999999972
656,-0.2,0.000396,0.0199,-0.202733,0.00043,0.020736,2327,1
657,-0.123,0.000417,0.020421,-0.123626,0.00043,0.020736,2329,0.999968802
658,-0.2,0.000396,0.0199,-0.202733,0.00043,0.020736,2327,1
659,-0.032,6.00E-04,0.024495,-0.032011,0.000602,0.024536,1664,0.256769104
660,-0.105,0.000589,0.024269,-0.105388,0.000603,0.024556,1661,0.990162942
661,0.118,0.000585,0.024187,0.118552,0.000603,0.024556,1662,0.997948504
662,-0.047,6.00E-04,0.024495,-0.047035,0.000603,0.024556,1661,0.482390737
663,0.273089,0.001009,0.031765,0.280199,0.001181,0.034366,850,1
664,0.033368,0.001175,0.034278,0.03338,0.001181,0.034366,850,0.163240883
665,0.225837,0.001061,0.032573,0.229798,0.001181,0.034366,850,0.999998886
666,0.128372,0.001139,0.033749,0.129084,0.001181,0.034366,850,0.963978552
667,0.263705,0.001021,0.031953,0.270086,0.001182,0.03438,849,0.999999998
668,0.004529,0.001179,0.034337,0.004529,0.001182,0.03438,849,0.051973205
669,0.228492,0.001059,0.032542,0.232598,0.001182,0.03438,849,0.999999242
670,0.145896,0.00113,0.033615,0.146945,0.001182,0.03438,849,0.989732279
671,0.282966,0.000981,0.031321,0.290903,0.001161,0.034073,864,1
672,0.061498,0.001154,0.033971,0.061576,0.001166,0.034147,861,0.438327273
673,0.229941,0.001043,0.032296,0.234127,0.001166,0.034147,861,0.999999525
674,0.155593,0.001107,0.033272,0.156867,0.001166,0.034147,861,0.995823058
675,0.087318,0.001137,0.033719,0.087541,0.001157,0.034015,867,0.73056933
676,-0.03585,0.001157,0.034015,-0.035865,0.001163,0.034103,863,0.183304818
677,0.103546,0.001135,0.03369,0.103918,0.001163,0.034103,863,0.861951075
678,-0.000821,0.00116,0.034059,-0.000821,0.001163,0.034103,863,0.050047869
679,0.279094,0.00108,0.032863,0.286699,0.001274,0.035693,788,0.999999999
680,0.018899,0.001271,0.035651,0.018901,0.001276,0.035721,787,0.082669567
681,0.270816,0.001092,0.033045,0.277744,0.001276,0.035721,787,0.999999997
682,0.233206,0.001138,0.033734,0.237577,0.001276,0.035721,787,0.999998675
683,0.3,0.004452,0.066723,0.30952,0.005435,0.073722,187,0.987736479
684,0.21,0.004913,0.070093,0.213171,0.005435,0.073722,187,0.8260218
685,0.148,0.000261,0.016155,0.149095,0.000273,0.016523,3666,1
686,0.1382,0.000263,0.016217,0.13909,0.000273,0.016523,3666,1
687,0.1284,0.000264,0.016248,0.129113,0.000273,0.016523,3666,0.999999998
688,0.1284,0.000264,0.016248,0.129113,0.000273,0.016523,3666,0.999999998
689,0.26,0.003318,0.057602,0.266108,0.003846,0.062016,263,0.990316351
690,0.460151,0.002112,0.045957,0.497503,0.003846,0.062016,263,0.999999999
691,0.352343,0.002736,0.052307,0.368117,0.003846,0.062016,263,0.99996641
692,0.0794,0.011482,0.107154,0.079567,0.011905,0.10911,87,0.113233494
693,0.148,4.00E-04,0.02,0.149095,0.000418,0.020445,2394,0.999999951
694,0.036667,0.003164,0.056249,0.036684,0.003205,0.056613,315,0.099394985
695,-0.079579,0.003125,0.055902,-0.079747,0.003205,0.056613,315,0.291692597
696,-0.014052,0.003173,0.056329,-0.014053,0.003205,0.056613,315,0.057055289
697,-0.02755,0.00381,0.061725,-0.027557,0.003861,0.062137,262,0.072830817
698,0.081684,0.003754,0.06127,0.081866,0.003861,0.062137,262,0.261456931
