ID_ES_Unique,corr,v_r,se_r,fisher_z,v_z,se_z,ess,power
1439,0.335009,0.002513,0.05013,0.34846,0.003413,0.058421,296,0.999970146
1440,0.296547,0.002687,0.051836,0.305729,0.003413,0.058421,296,0.999483572
1441,0.346387026,0.033462764,0.182928304,0.361332307,0.008695563,0.09325,118,0.973172454
1442,0.18255231,0.035313004,0.187917546,0.184621722,0.009345862,0.096674,110,0.48298265
1443,0.453479676,0.033851176,0.183986891,0.489072121,0.008695563,0.09325,118,0.999524059
1444,0.309606835,0.035761856,0.189108054,0.320110502,0.009345862,0.096674,110,0.913831917
1445,0.25448197,0.033261468,0.182377268,0.260199338,0.008695563,0.09325,118,0.799790163
1446,0.263273543,0.035640591,0.188787157,0.269622507,0.009345862,0.096674,110,0.799626599
1447,-0.020526584,0.032847274,0.18123817,-0.020529468,0.008695563,0.09325,118,0.055474016
1448,-0.373879217,0.035822618,0.189268638,-0.392925133,0.009345862,0.096674,110,0.983038482
1449,0.240995534,0.03306606,0.181840753,0.245830762,0.008695563,0.09325,118,0.753697395
1450,0.322481384,0.035601715,0.188684168,0.334414029,0.009345862,0.096674,110,0.934898663
1451,0.144914,0.00661,0.081302,0.145941,0.006993,0.083624,146,0.41704598
1452,0.192354,0.006396,0.079975,0.19478,0.006993,0.083624,146,0.646649425
1453,0.514888,0.006586,0.081154,0.569358,0.0125,0.111803,83,0.999208375
1454,0.22,0.001499,0.038717,0.223656,0.001661,0.040755,605,0.999793656
1455,0.15,0.001582,0.039774,0.15114,0.001661,0.040755,605,0.960043447
1456,0.14,0.001591,0.039887,0.140926,0.001661,0.040755,605,0.933239269
1457,0.16,0.001572,0.039648,0.161387,0.001661,0.040755,605,0.977400221
1458,0.2,0.001526,0.039064,0.202733,0.001661,0.040755,605,0.998727982
1459,0.13,0.0016,0.04,0.13074,0.001661,0.040755,605,0.894394492
1460,0.17,0.001561,0.039509,0.171667,0.001661,0.040755,605,0.987940293
1461,0.22,0.001499,0.038717,0.223656,0.001661,0.040755,605,0.999793656
1462,-0.12,0.001608,0.0401,-0.120581,0.001661,0.040755,605,0.841535039
1463,0.08,0.001798,0.042403,0.080171,0.001828,0.042755,550,0.46680515
1464,0.19,0.001692,0.041134,0.192337,0.001828,0.042755,550,0.994492479
1465,0.19,0.001692,0.041134,0.192337,0.001828,0.042755,550,0.994492479
1466,-0.16,0.001729,0.041581,-0.161387,0.001828,0.042755,550,0.965445894
1467,0.34,0.001425,0.037749,0.354093,0.001828,0.042755,550,1
1468,0.02,0.00182,0.042661,0.020003,0.001828,0.042755,550,0.075435717
1469,0.1,0.001785,0.042249,0.100335,0.001828,0.042755,550,0.651208385
1470,0.19,0.001692,0.041134,0.192337,0.001828,0.042755,550,0.994492479
1471,0.36,0.00138,0.037148,0.376886,0.001828,0.042755,550,1
1472,0.3,0.001508,0.038833,0.30952,0.001828,0.042755,550,0.999999937
1473,0.38,0.001333,0.03651,0.40006,0.001828,0.042755,550,1
1474,-0.07,0.001804,0.042474,-0.070115,0.001828,0.042755,550,0.375067522
1475,-0.11,0.001778,0.042166,-0.110447,0.001828,0.042755,550,0.734104302
1476,-0.09,0.001792,0.042332,-0.090244,0.001828,0.042755,550,0.560562806
1477,0.21,0.001664,0.040792,0.213171,0.001828,0.042755,550,0.998776898
1478,0.2,0.001679,0.040976,0.202733,0.001828,0.042755,550,0.997328248
1479,0.17,0.001718,0.041449,0.171667,0.001828,0.042755,550,0.980221862
1480,0.12,0.001769,0.042059,0.120581,0.001828,0.042755,550,0.805793373
1481,0.26,0.001584,0.039799,0.266108,0.001828,0.042755,550,0.999990186
1482,0.2,0.001679,0.040976,0.202733,0.001828,0.042755,550,0.997328248
1483,0.14,0.001751,0.041845,0.140926,0.001828,0.042755,550,0.909672455
1484,0.13,0.00176,0.041952,0.13074,0.001828,0.042755,550,0.86440024
1485,0.16,0.001729,0.041581,0.161387,0.001828,0.042755,550,0.965445894
1486,0.02522,0.000885,0.029749,0.025226,0.000889,0.029816,1128,0.135223516
1487,0.020239,0.000951,0.030838,0.020242,0.000955,0.030903,1050,0.100434847
1488,0.042728,0.00089,0.029833,0.042754,0.000897,0.02995,1118,0.29777621
1489,0.026363,9.00E-04,0.03,0.026369,0.000904,0.030067,1109,0.141734547
1490,0.041533,0.001014,0.031843,0.041557,0.001021,0.031953,982,0.255448819
1491,0.002178,3.00E-04,0.017321,0.002178,0.000301,0.017349,3328,0.051804376
1492,0.002178,3.00E-04,0.017321,0.002178,0.000301,0.017349,3328,0.051804376
1493,0.04606,0.000532,0.023065,0.046093,0.000535,0.02313,1873,0.513480457
1494,-0.01372,0.000534,0.023108,-0.013721,0.000535,0.02313,1873,0.091216428
1495,0.261,0.002838,0.053273,0.267181,0.003289,0.05735,307,0.996589802
1496,0.155,0.003554,0.059615,0.156259,0.003759,0.061311,269,0.72333167
1497,-0.063,0.006086,0.078013,-0.063084,0.006211,0.07881,164,0.126308871
1498,-0.167,0.003088,0.05557,-0.168579,0.003289,0.05735,307,0.837349855
1499,-0.018,0.003729,0.061066,-0.018002,0.003759,0.061311,269,0.059903019
1500,-0.173,0.005773,0.07598,-0.174758,0.006211,0.07881,164,0.603877865
1501,0.11804,0.005248,0.072443,0.118593,0.005525,0.07433,184,0.359285185
1502,0,0.005435,0.073722,0,0.005525,0.07433,184,0.049913109
1503,0.224148,0.01374,0.117218,0.228019,0.016393,0.128035,64,0.433652949
1504,0.481919,0.008141,0.090227,0.52548,0.016393,0.128035,64,0.985069394
1505,-0.076236,0.00064,0.025298,-0.076384,0.00065,0.025495,1541,0.850016668
1506,-0.121087,0.000625,0.025,-0.121685,0.00065,0.025495,1541,0.9975506
1507,-0.080598,0.000638,0.025259,-0.080774,0.00065,0.025495,1541,0.886607942
1508,-0.069224,0.000641,0.025318,-0.069335,0.00065,0.025495,1541,0.776361749
1509,0.084938,0.000637,0.025239,0.085143,0.00065,0.025495,1541,0.916224666
1510,-0.184,0.012787,0.11308,-0.18612,0.014085,0.11868,74,0.351093573
1511,-0.051,0.013627,0.116735,-0.051044,0.014085,0.11868,74,0.071476838
1512,-0.023675,0.004144,0.064374,-0.023679,0.004202,0.064823,241,0.065409393
1513,0.00789,0.008063,0.089794,0.007891,0.008264,0.090907,124,0.050740389
1514,-0.077719,0.008421,0.091766,-0.077876,0.008772,0.093659,117,0.13265434
1515,-0.076747,0.006484,0.080523,-0.076899,0.006711,0.081921,152,0.155928159
1516,-0.044678,0.013448,0.115966,-0.044708,0.014085,0.11868,74,0.06638063
1517,-0.097945,0.012523,0.111906,-0.09826,0.013333,0.115469,78,0.136942212
1518,0.07473,0.001222,0.034957,0.07487,0.001239,0.035199,810,0.566751526
1519,-0.024294,0.001235,0.035143,-0.024299,0.001239,0.035199,810,0.106157936
1520,0.026564,0.001234,0.035128,0.02657,0.001239,0.035199,810,0.11743726
1521,-0.02014,0.001235,0.035143,-0.020143,0.001239,0.035199,810,0.088293374
1522,0.061585,0.001227,0.035029,0.061663,0.001239,0.035199,810,0.417972881
1523,-0.097291,0.001213,0.034828,-0.0976,0.001239,0.035199,810,0.792225258
1524,-0.033238,0.008452,0.091935,-0.033251,0.008696,0.093252,118,0.064655914
1525,0.035112,0.008823,0.093931,0.035126,0.009091,0.095347,113,0.065662205
1526,0.195938,0.003814,0.061758,0.198505,0.004255,0.06523,238,0.861883421
1527,0.277611,0.006847,0.082747,0.285092,0.008547,0.09245,120,0.871865651
1528,-0.073678,0.007363,0.085808,-0.073812,0.007634,0.087373,134,0.135339388
1529,0.19,0.002545,0.050448,0.192337,0.002755,0.052488,366,0.95628707
1530,0.43,0.00182,0.042661,0.459897,0.002755,0.052488,366,1
1531,0.21,0.002503,0.05003,0.213171,0.002755,0.052488,366,0.982423943
1532,0.47,0.001663,0.04078,0.51007,0.002755,0.052488,366,1
1533,0.17,0.002584,0.050833,0.171667,0.002755,0.052488,366,0.905709393
1534,0.23,0.002458,0.049578,0.234189,0.002755,0.052488,366,0.993921822
1535,0.38,0.002006,0.044788,0.40006,0.002755,0.052488,366,0.999999993
1536,0.25,0.002408,0.049071,0.255413,0.002755,0.052488,366,0.998206993
1537,0.35,0.00211,0.045935,0.365444,0.002755,0.052488,366,0.99999973
1538,0.04,0.002731,0.052259,0.040021,0.002755,0.052488,366,0.11892095
1539,0.244035,0.012311,0.110955,0.24906,0.014925,0.122168,70,0.536369577
1540,0.203,0.003237,0.056895,0.20586,0.003546,0.059548,285,0.933519351
1541,0.204,0.003234,0.056868,0.206903,0.003546,0.059548,285,0.935753806
1542,0.219,0.003191,0.056489,0.222605,0.003546,0.059548,285,0.962805359
1543,-0.023,0.003517,0.059304,-0.023004,0.003546,0.059548,285,0.067257777
1544,0.034,0.004891,0.069936,0.034013,0.00495,0.070356,205,0.077205776
1545,-0.004,0.004902,0.070014,-0.004,0.00495,0.070356,205,0.050293741
1546,-0.075,0.004847,0.06962,-0.075141,0.00495,0.070356,205,0.187933773
1547,-0.053,0.004874,0.069814,-0.05305,0.00495,0.070356,205,0.11743802
1548,0.05,0.004877,0.069836,0.050042,0.00495,0.070356,205,0.109829224
1549,0.003,0.004902,0.070014,0.003,0.00495,0.070356,205,0.050131069
1550,0.015,0.0049,0.07,0.015001,0.00495,0.070356,205,0.055166081
1551,0.016,0.004899,0.069993,0.016001,0.00495,0.070356,205,0.055891272
1552,-0.137,0.00472,0.068702,-0.137867,0.00495,0.070356,205,0.501478477
1553,-0.169,0.004626,0.068015,-0.170637,0.00495,0.070356,205,0.68099376
1554,0.278375,0.01054,0.102665,0.28592,0.013333,0.115469,78,0.701977667
1555,0.17923,0.006111,0.078173,0.181187,0.006757,0.082201,151,0.598966428
1556,0.118109,0.02418,0.155499,0.118663,0.027027,0.164399,40,0.112444342
1557,0.424417,0.016476,0.128359,0.453068,0.028571,0.16903,38,0.77362411
1558,-0.13747,0.025154,0.1586,-0.138346,0.028571,0.16903,38,0.131003323
1559,0.183534,0.018423,0.135731,0.185638,0.021277,0.145866,50,0.249734399
1560,0.342335,0.005061,0.071141,0.356735,0.006579,0.081111,155,0.992876661
1561,0.388186,0.004684,0.06844,0.409662,0.006579,0.081111,155,0.999049729
1562,0.178786,0.006085,0.078006,0.180728,0.006579,0.081111,155,0.608155158
1563,0.213883,0.005913,0.076896,0.217237,0.006579,0.081111,155,0.766079982
1564,0.251846,0.005733,0.075717,0.257383,0.006623,0.081382,154,0.887250635
1565,0.330597,0.005185,0.072007,0.343498,0.006623,0.081382,154,0.988499032
1566,0.308942,0.005348,0.07313,0.319375,0.006623,0.081382,154,0.975928521
1567,0.369054,0.004877,0.069836,0.387327,0.006623,0.081382,154,0.997549946
1568,0.249811,0.005746,0.075802,0.255211,0.006623,0.081382,154,0.882044368
1569,0.255891,0.005708,0.075551,0.261707,0.006623,0.081382,154,0.897123118
1570,0.172062,0.006155,0.078454,0.173791,0.006623,0.081382,154,0.572085636
1571,0.234243,0.005838,0.076407,0.238674,0.006623,0.081382,154,0.836810388
1572,0.253778,0.005684,0.075392,0.259447,0.006579,0.081111,155,0.893982136
1573,0.340585,0.005074,0.071232,0.354754,0.006579,0.081111,155,0.992377158
1574,0.122746,0.00634,0.079624,0.123368,0.006623,0.081382,154,0.330235586
1575,0.238028,0.005816,0.076263,0.242683,0.006623,0.081382,154,0.848692598
1576,0.064290418,0.005792273,0.076106982,0.064379215,0.005917148,0.076923,172,0.133615882
1577,-0.092385086,0.005805082,0.076191091,-0.092649276,0.005917148,0.076923,172,0.226548459
1578,0.033944257,0.005783661,0.076050388,0.033957303,0.005917148,0.076923,172,0.072623734
1579,-0.004101135,0.005780395,0.07602891,-0.004101158,0.005917148,0.076923,172,0.050234284
1580,-0.030537318,0.005783029,0.076046229,-0.030546815,0.005917148,0.076923,172,0.068247695
1581,0.049176028,0.005787312,0.076074388,0.049215726,0.005917148,0.076923,172,0.098198451
1582,0.136758827,0.007108887,0.084314217,0.137621123,0.007246436,0.085126,141,0.367657707
1583,-0.173438349,0.007150676,0.08456167,-0.175209485,0.007246436,0.085126,141,0.541677177
1584,-0.043995275,0.007049034,0.083958526,-0.044023694,0.007246436,0.085126,141,0.0812318
1585,-0.094771598,0.00707394,0.084106718,-0.095056872,0.007246436,0.085126,141,0.201401923
1586,-0.144264407,0.007116561,0.084359712,-0.145277915,0.007246436,0.085126,141,0.402089389
1587,0.052691864,0.007051988,0.083976114,0.05274071,0.007246436,0.085126,141,0.095160775
1588,0.089459209,0.013038716,0.114187199,0.089699007,0.013698596,0.117041,76,0.120106309
1589,0.037180733,0.012995885,0.113999497,0.037197881,0.013698596,0.117041,76,0.061567975
1590,-0.04661869,0.013000972,0.114021806,-0.046652506,0.013698596,0.117041,76,0.068384834
1591,0,0.012987013,0.113960576,0,0.013698596,0.117041,76,0.04979134
1592,0.17802606,0.016128593,0.126998398,0.179943398,0.016949176,0.130189,62,0.285152538
1593,0.06997206,0.015911444,0.126140571,0.070086593,0.016949176,0.130189,62,0.084015784
1594,-0.120719292,0.01598851,0.126445679,-0.121310894,0.016949176,0.130189,62,0.155071538
1595,0.184636213,0.013213165,0.114948531,0.186778318,0.013698596,0.117041,76,0.361324506
1596,0.041382,0.00049,0.022136,0.041406,0.000493,0.022204,2031,0.462247044
1597,0.087548,0.000483,0.021977,0.087773,0.000493,0.022204,2031,0.97690408
1598,0.075429,0.000485,0.022023,0.075572,0.000493,0.022204,2031,0.92564287
1599,-0.007111,0.000492,0.022181,-0.007111,0.000493,0.022204,2031,0.061825709
1600,0.015986,0.000492,0.022181,0.015988,0.000493,0.022204,2031,0.11118719
1601,0.059183,0.000488,0.022091,0.059253,0.000493,0.022204,2031,0.760824134
1602,-0.036694,0.000491,0.022159,-0.03671,0.000493,0.022204,2031,0.379789719
1603,0.071826,0.001269,0.035623,0.07195,0.00129,0.035917,778,0.517643043
1604,0.178892,0.001185,0.034424,0.180838,0.00129,0.035917,778,0.998955842
1605,0.140381,0.001223,0.034971,0.141314,0.00129,0.035917,778,0.975945006
1606,0.001945,0.001285,0.035847,0.001945,0.00129,0.035917,778,0.050315633
1607,0.058111,0.001275,0.035707,0.058176,0.00129,0.035917,778,0.367275423
1608,0.111951,0.001246,0.035299,0.112422,0.00129,0.035917,778,0.879314877
1609,0.007209,0.001285,0.035847,0.007209,0.00129,0.035917,778,0.054610866
1610,-0.028969,0.00145,0.038079,-0.028977,0.00146,0.03821,688,0.118108021
1611,0.019516,0.001452,0.038105,0.019519,0.00146,0.03821,688,0.080406149
1612,0.028749,0.00145,0.038079,0.028757,0.00146,0.03821,688,0.117051167
1613,0.018824,0.001452,0.038105,0.018826,0.00146,0.03821,688,0.078256318
1614,-0.037299,0.001448,0.038053,-0.037316,0.00146,0.03821,688,0.164509141
1615,-0.01932,0.001452,0.038105,-0.019323,0.00146,0.03821,688,0.079788942
1616,-0.090679,0.000755,0.027477,-0.090929,0.000772,0.027785,1298,0.905469403
1617,0.22422,0.002991,0.05469,0.228095,0.003436,0.058617,294,0.973633922
1618,0.020891,0.00251,0.0501,0.020894,0.002532,0.050319,398,0.069979148
1619,0.033742,0.002505,0.05005,0.033755,0.002532,0.050319,398,0.103012499
1620,0.014533,0.002511,0.05011,0.014534,0.002532,0.050319,398,0.05959164
1621,0.051250949,0.0002981,0.01726556,0.051295892,0.000298046,0.017264,3358,0.844139677
1622,-0.13,0.000652,0.025534,-0.13074,0.000676,0.026,1483,0.998934331
1623,0.16,0.000636,0.025219,0.161387,0.000671,0.025904,1494,0.999990388
1624,-0.02,4.10E-05,0.006403,-0.020003,4.10E-05,0.006403,24322,0.876857778
1625,0.01,4.20E-05,0.006481,0.01,4.20E-05,0.006481,24032,0.341216097
1626,0.05,4.10E-05,0.006403,0.050042,4.10E-05,0.006403,24322,0.999999997
1627,0.04,4.10E-05,0.006403,0.040021,4.20E-05,0.006481,24032,0.999989021
1628,-0.045,4.10E-05,0.006403,-0.04503,4.10E-05,0.006403,24369,0.9999998
1629,0.1748,3.90E-05,0.006245,0.176614,4.10E-05,0.006403,24325,1
1630,0.1038,4.30E-05,0.006557,0.104175,4.40E-05,0.006633,22777,1
1631,0.123,4.00E-05,0.006325,0.123626,4.10E-05,0.006403,24369,1
1632,-0.13,4.00E-05,0.006325,-0.13074,4.10E-05,0.006403,24369,1
1633,0.2377,3.70E-05,0.006083,0.242335,4.10E-05,0.006403,24325,1
1634,0.2552,3.80E-05,0.006164,0.260967,4.40E-05,0.006633,22777,1
1635,0.144,3.90E-05,0.006245,0.145008,4.10E-05,0.006403,24369,1
1636,0.07,4.60E-05,0.006782,0.070115,4.70E-05,0.006856,21311,1
1637,0.23,4.20E-05,0.006481,0.234189,4.70E-05,0.006856,21311,1
1638,0.035243618,0.000349501,0.018694948,0.035258221,0.000349765,0.018702,2862,0.470390639
1639,0.297176,0.000557,0.023601,0.306419,0.000703,0.026514,1426,1
1640,0.141911,0.000662,0.025729,0.142875,0.000698,0.02642,1436,0.999720075
1641,0.002349,0.000349,0.018682,0.002349,0.00035,0.018708,2862,0.051803966
1642,0.004817,0.002012,0.044855,0.004817,0.002024,0.044989,497,0.051283964
1643,0.088222,0.007213,0.084929,0.088452,0.007519,0.086712,136,0.175766434
1644,0.02,3.80E-05,0.006164,0.020003,3.80E-05,0.006164,26540,0.90295311
1645,0.03,3.80E-05,0.006164,0.030009,3.80E-05,0.006164,26214,0.998125387
1646,0.03816,0.007664,0.087544,0.038178,0.007874,0.088736,130,0.071477274
1647,0.083532,0.007559,0.086943,0.083727,0.007874,0.088736,130,0.157154248
1648,0.08336,0.007559,0.086943,0.083554,0.007874,0.088736,130,0.156698552
1649,0.134213,0.007351,0.085738,0.135028,0.007874,0.088736,130,0.33258033
1650,0.001203,0.009174,0.095781,0.001203,0.009434,0.097129,109,0.049871572
1651,0.001203,0.009174,0.095781,0.001203,0.009434,0.097129,109,0.049871572
1652,0.001215,0.009346,0.096675,0.001215,0.009615,0.098056,107,0.049868885
1653,0.001215,0.009346,0.096675,0.001215,0.009615,0.098056,107,0.049868885
1654,0.041181,0.004255,0.06523,0.041204,0.004329,0.065795,234,0.096097993
1655,0.001043,0.006897,0.083048,0.001043,0.007042,0.083917,145,0.049907688
1656,0.050392,0.004246,0.065161,0.050435,0.004329,0.065795,234,0.119738059
1657,0.058841,0.006837,0.082686,0.058909,0.007042,0.083917,145,0.108314922
1658,0.001283,0.010417,0.102064,0.001283,0.010753,0.103697,96,0.049851985
1659,0.176982,0.01004,0.1002,0.178865,0.011236,0.106,92,0.395686434
1660,0.088728,0.010213,0.101059,0.088962,0.010753,0.103697,96,0.138265165
1661,0.118346,0.010493,0.102435,0.118903,0.011236,0.106,92,0.203262076
1662,0.31,0.01602,0.12657,0.320545,0.020408,0.142857,52,0.618888794
1663,0.22,0.017756,0.133252,0.223656,0.020408,0.142857,52,0.35147692
1664,0.173629,0.013456,0.116,0.175406,0.015152,0.123093,69,0.299592109
1665,0.189848,0.013863,0.117741,0.19218,0.015873,0.125988,66,0.335633582
1666,0.19,0.000775,0.027839,0.192337,0.000835,0.028896,1200,0.99999868
1667,0.26,0.000725,0.026926,0.266108,0.000835,0.028896,1200,1
1668,0.4,0.000588,0.024249,0.423649,0.000835,0.028896,1200,1
1669,0.5,0.000469,0.021656,0.549306,0.000835,0.028896,1200,1
1670,0.27,0.000717,0.026777,0.276864,0.000835,0.028896,1200,1
1671,0.41,0.000577,0.024021,0.435611,0.000835,0.028896,1200,1
1672,0.069794,0.007904,0.088904,0.069908,0.008197,0.090537,125,0.120958589
1673,0.181688,0.007367,0.085831,0.183728,0.008197,0.090537,125,0.530471417
1674,0.014536,0.000993,0.031512,0.014537,0.000996,0.031559,1007,0.074644175
1675,0,0.000988,0.031432,0,0.000991,0.03148,1012,0.049984139
1676,0.015744,0.000983,0.031353,0.015746,0.000986,0.031401,1017,0.079269121
1677,0.014517,0.00098,0.031305,0.014518,0.000983,0.031353,1020,0.074901391
1678,0.151136,0.001224,0.034986,0.152302,0.001285,0.035847,781,0.989009356
1679,0.071405,0.001261,0.035511,0.071527,0.001277,0.035735,786,0.517028711
1680,0.26766,0.001092,0.033045,0.274341,0.001271,0.035651,790,0.999999995
1681,0.363978,0.000951,0.030838,0.381464,0.001267,0.035595,792,1
1682,-0.051617,0.001277,0.035735,-0.051663,0.001287,0.035875,780,0.302171511
1683,-0.081414,0.001259,0.035482,-0.081595,0.001279,0.035763,785,0.62668073
1684,0.188429,0.001181,0.034366,0.190708,0.001272,0.035665,789,0.999650333
1685,0.276558,0.001081,0.032879,0.283952,0.001271,0.035651,790,0.999999999
1686,-0.022734,0.001105,0.033242,-0.022738,0.00111,0.033317,904,0.104870631
1687,0.095496,0.001044,0.032311,0.095788,0.001072,0.032741,936,0.833302199
1688,0.081431,0.001051,0.032419,0.081612,0.001072,0.032741,936,0.703351791
1689,-0.001398,0.000781,0.027946,-0.001398,0.000782,0.027964,1282,0.050274046
1690,0.006415,0.001104,0.033226,0.006415,0.000782,0.027964,1282,0.05604251
1691,-0.031848,0.000779,0.027911,-0.031859,0.000782,0.027964,1282,0.20700258
1692,0.2,0.000769,0.027731,0.202733,0.000836,0.028914,1199,0.999999784
1693,0.18,0.000782,0.027964,0.181983,0.000836,0.028914,1199,0.999992747
1694,0.41,0.000578,0.024042,0.435611,0.000836,0.028914,1199,1
1695,0.46,0.000519,0.022782,0.497311,0.000836,0.028914,1199,1
1696,0.296099,0.014738,0.1214,0.305238,0.019608,0.140029,54,0.593811604
1697,0.311145,0.015675,0.1252,0.321812,0.021277,0.145866,50,0.604640789
1698,0.074624,0.019723,0.140439,0.074763,0.021277,0.145866,50,0.080805391
1699,-0.135835,0.023919,0.154658,-0.13668,0.027027,0.164399,40,0.133587458
1700,0.083375,0.024568,0.156742,0.083569,0.027027,0.164399,40,0.080344745
1701,0.300058,0.007636,0.087384,0.309583,0.009901,0.099504,104,0.877917268
1702,0.214915,0.008565,0.092547,0.218319,0.009901,0.099504,104,0.596123305
1703,0.186691,0.002233,0.047255,0.188906,0.002457,0.049568,410,0.968226892
1704,0.187736,0.002127,0.046119,0.18999,0.002342,0.048394,430,0.975590879
1705,0.2,0.001208,0.034756,0.202733,0.001314,0.036249,764,0.999861601
1706,0.04,0.001306,0.036139,0.040021,0.001314,0.036249,764,0.197258437
1707,0.044823,0.00335,0.057879,0.044853,0.003401,0.058318,297,0.120170959
1708,0.13,0.008054,0.089744,0.13074,0.008475,0.09206,121,0.296674493
1709,0.1,0.002233,0.047255,0.100335,0.002288,0.047833,440,0.555524603
1710,0.13,0.002202,0.046925,0.13074,0.002288,0.047833,440,0.781090352
1711,0.219946747,0.000548931,0.023429286,0.223600149,0.000536478,0.023162,1867,1
1712,0.00627,0.000718,0.026796,0.00627,0.000719,0.026814,1393,0.056275411
1713,0.006735,0.000714,0.026721,0.006735,0.000715,0.026739,1401,0.057288617
1714,0.059712,0.000714,0.026721,0.059783,0.000722,0.02687,1388,0.604741387
1715,0.027864,0.000715,0.026739,0.027871,0.000718,0.026796,1395,0.180179896
1716,-0.016607,0.000771,0.027767,-0.016608,0.000773,0.027803,1296,0.091771534
1717,0.015464,0.000722,0.02687,0.015465,0.000724,0.026907,1385,0.088655958
1718,0.011268,0.000722,0.02687,0.011269,0.000724,0.026907,1385,0.070334936
1719,-0.02022,0.000521,0.022825,-0.020223,0.000522,0.022847,1917,0.143391463
1720,-0.015686,0.000518,0.02276,-0.015688,0.000519,0.022782,1928,0.105803839
1721,0.033934,0.000522,0.022847,0.033947,0.000524,0.022891,1910,0.31689495
1722,0.002149,0.000521,0.022825,0.002149,0.000522,0.022847,1920,0.051006815
1723,-0.004459,0.000571,0.023896,-0.004459,0.000572,0.023917,1751,0.05398349
1724,0.02332,0.000523,0.022869,0.023324,0.000524,0.022891,1911,0.174810236
1725,0.033919,0.000524,0.022891,0.033933,0.000527,0.022956,1902,0.315559175
1726,0.094868,0.000258,0.016062,0.095154,0.000263,0.016217,3810,0.999954207
1727,0.002036,0.000262,0.016186,0.002036,0.000263,0.016217,3810,0.051805894
1728,0.004226,0.003571,0.059758,0.004226,0.00361,0.060083,280,0.050511311
1729,0.016255,0.003569,0.059741,0.016256,0.00361,0.060083,280,0.058394692
1730,0.041497,0.003556,0.059632,0.041521,0.00361,0.060083,280,0.106360513
1731,0.052131,0.003547,0.059557,0.052178,0.00361,0.060083,280,0.140075462
1732,0.029774,0.001243,0.035256,0.029783,0.00125,0.035355,803,0.134480178
1733,-0.075978,0.001149,0.033897,-0.076125,0.00117,0.034205,858,0.605313298
